puuid,assists,deaths,kills,bountyLevel,champExperience,champLevel,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,inhibitorTakedowns,inhibitorsLost,killingSprees,pentaKills,quadraKills,timePlayed,totalTimeSpentDead,wardsKilled,wardsPlaced,baronKills,acesBefore15Minutes,controlWardsPlaced,damagePerMinute,goldPerMinute,killParticipation,laneMinionsFirst10Minutes,maxCsAdvantageOnLaneOpponent,skillshotsHit,damageTakenOnTeamPercentage,gameLength,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,teamEarlySurrendered,win,freshBlood,hotStreak,Churner
4krg07q9OvZlXgDrMIrmLLLOYz3qnGF_MR0fJ5FNFcAYH1waslyHfIJBCLeTOx_mDtd3qxMks5iEog,6.833333333333333,7.5,6.5,0.5833333333333334,12266.25,13.25,2496.5,12800.0,2496.5,19449.0,0.4166666666666667,0.75,1.4166666666666667,0.0,0.08333333333333333,1705.1666666666667,210.25,1.6666666666666667,6.0,0.16666666666666666,0.0,0.16666666666666666,3917.3313050459196,369.40935168598725,0.4116506334036827,30.75,18.08333333830039,33.166666666666664,0.19863597177771475,1706.375313014716,8.33,16.67,0.0,16.67,8.33,8.33,8.33,41.67,0.0,0.0,True
5oDcXq6qJJA4OplgdWiFoOFFLhTIjMt-wJvh4blElwLBjfojSu2PSQ5krq9KY01MgvInCqYWbozdeg,11.0,6.166666666666667,4.75,0.8333333333333334,13414.416666666666,14.5,2774.3333333333335,4222.0,2774.3333333333335,18397.0,0.3333333333333333,1.0833333333333333,1.0,0.0,0.0,1293.25,163.0,1.6666666666666667,6.666666666666667,0.0,1.5833333333333333,0.5833333333333334,2751.4261856185244,542.8278460156873,0.9234950875886107,34.75,13.633333335320154,28.75,0.33006626341953527,1293.8059163358275,16.67,16.67,16.67,8.33,0.0,0.0,0.0,33.33,0.0,0.0,True
6RDUGCRLho8JFfznINhUHizOWBGEpd7a2Ho0ajyPe-m4m4XOmi2OqTYyGj9djdQWUBFlz_uVt9u7OQ,13.833333333333334,9.333333333333334,5.833333333333333,0.0,15342.0,14.583333333333334,1880.8333333333333,3745.0833333333335,1880.8333333333333,26477.833333333332,0.16666666666666666,1.4166666666666667,1.75,0.0,0.0,1613.25,231.75,3.0,14.666666666666666,0.0,0.0,2.5,559.2374191830714,448.9722753605494,0.5549336034148408,21.25,14.333333333333334,44.416666666666664,0.22293927712075765,1614.0267887684902,16.67,41.67,8.33,8.33,0.0,41.67,0.0,25.0,0.0,0.0,False
6jz9jOQqhocwZsxN9ppjRc92NlOWzISfyH__sDUhal3SMWQLlXZB0kg4gtGeAdyFWcMMx4XRqPY_Dw,8.083333333333334,7.166666666666667,7.416666666666667,0.6666666666666666,13259.916666666666,14.083333333333334,2834.1666666666665,6064.333333333333,2834.1666666666665,17023.333333333332,0.5,1.3333333333333333,1.4166666666666667,0.0,0.0,1731.25,213.33333333333334,0.75,9.916666666666666,0.0,0.08333333333333333,0.9166666666666666,1670.6613370851444,405.4503765331769,0.5337503478075988,49.916666666666664,38.516666665673256,20.25,0.1813964609407472,1731.9589722724568,8.33,25.0,8.33,8.33,0.0,33.33,0.0,50.0,0.0,0.0,True
6p3uMG5PPsT-vqKiT1KpaUWo0HWuKJV6KtIjPG8IhTamsxLh7EBIywGAAomNC5SXV48tYA8iWjQaNQ,11.916666666666666,7.75,6.5,0.75,14986.083333333334,15.416666666666666,1959.25,4643.583333333333,1959.25,17718.583333333332,0.25,1.25,1.5833333333333333,0.0,0.0,1527.4166666666667,252.0,2.1666666666666665,13.916666666666666,0.0,0.0,2.3333333333333335,843.4558267818612,495.1290761074949,0.501609308841472,33.416666666666664,12.875,57.916666666666664,0.18953435140509647,1527.916328112118,0.0,8.33,8.33,0.0,0.0,16.67,0.0,50.0,0.0,0.0,False
6qEbNA2scznTq0cTS4E2ZyVfKFgNI-eDSdINVPAfUIX0drOTnQpzUhBRBloOOxIHW6Ii2HnzT3YumA,6.583333333333333,9.083333333333334,8.833333333333334,0.75,13077.416666666666,14.416666666666666,2607.0,7632.0,2607.0,13176.0,0.5,0.9166666666666666,2.1666666666666665,0.08333333333333333,0.16666666666666666,1618.75,258.5833333333333,1.0,6.666666666666667,0.08333333333333333,0.25,2.0,3257.3763199893856,455.849146000093,0.5686709405185232,41.0,29.4458333303531,34.916666666666664,0.18839999830384282,1619.4409123127828,8.33,25.0,8.33,0.0,0.0,25.0,0.0,41.67,0.0,0.0,False
7EYM44NNSKjXzaMinaMtxT7hN8rSl7rvHoIS5ZfKCMkVyvRVlKtDNkTWNYvmjghEJZ9s7G5NzgbRkw,18.5,8.666666666666666,8.75,0.75,17544.25,15.666666666666666,2589.0833333333335,3641.75,2589.0833333333335,14895.833333333334,0.5833333333333334,1.0833333333333333,2.4166666666666665,0.0,0.0,1390.4166666666667,255.83333333333334,0.3333333333333333,4.25,0.0,0.75,0.5,1309.2596962279679,623.85186700297,0.6513017027107113,34.0,35.15000000099341,128.75,0.17128974707221947,1391.317991915227,33.33,0.0,16.67,16.67,0.0,0.0,0.0,50.0,0.0,0.0,False
7JuNL31r0RQ67GWDDuEqeGjReprplw9TkO9JS_8bUKX2hIfa4iJcUgqLFBuU-GOgMffRig0BB8DVWg,15.0,7.75,4.75,0.16666666666666666,11660.333333333334,13.416666666666666,792.5,6252.5,792.5,21213.666666666668,0.5833333333333334,0.8333333333333334,1.0833333333333333,0.0,0.0,1786.3333333333333,221.16666666666666,2.1666666666666665,14.916666666666666,0.0,0.0,1.4166666666666667,555.9078079963032,334.07447759872497,0.5755706623158684,4.916666666666667,6.650000010927518,48.75,0.1902223678304246,1786.9525303965218,16.67,16.67,0.0,0.0,0.0,16.67,0.0,50.0,0.0,0.0,False
8B4DBUiYXeTEh7w4rYVEqzL6WnfwVy-rzZc258gC4VoCo4EVUo24j7Z8pWVPsh8C4KvKMdtUSPLIPA,9.75,7.333333333333333,8.5,1.5,14954.916666666666,15.5,3224.1666666666665,14327.666666666666,3224.1666666666665,16047.25,0.5833333333333334,0.75,1.5833333333333333,0.0,0.08333333333333333,1919.8333333333333,230.33333333333334,3.0,6.916666666666667,0.3333333333333333,0.08333333333333333,0.16666666666666666,670.7420871460722,445.71844550399607,0.45001409703542755,27.333333333333332,49.01666666815678,17.833333333333332,0.1698648771440534,1920.4787136582975,8.33,16.67,8.33,16.67,0.0,8.33,0.0,50.0,0.0,0.0,False
8BsRfWZ0oO_rxn2kLXzWtnNZThQjXevjOJGXjK8TQ5sfenZFGJiGbet8IFfhDqXY9O3yF_Yg8WKIHQ,4.083333333333333,6.666666666666667,7.333333333333333,1.5833333333333333,12390.0,13.666666666666666,1878.6666666666667,5365.916666666667,1878.6666666666667,17350.916666666668,0.4166666666666667,1.0,1.5,0.0,0.0,1653.6666666666667,216.91666666666666,0.5833333333333334,8.333333333333334,0.0,0.0,1.1666666666666667,655.7869814499591,380.38273110368135,0.4428250453250453,38.75,16.279166668653488,21.0,0.222934214861355,1654.1907078899467,8.33,8.33,0.0,16.67,0.0,50.0,0.0,25.0,0.0,100.0,False
